# Temperature 	 Temp_diff 	 Eng_diff 	 Heat_cap 	
2.526567 	 0.195913 	 18.513803 	 47.250000 
2.722480 	 0.166118 	 15.698150 	 47.250000 
2.888598 	 0.013341 	 1.260725 	 47.250000 
2.901939 	 -0.047436 	 -4.482709 	 47.250000 
2.854503 	 -0.060766 	 -5.742429 	 47.250000 
2.793737 	 -0.156611 	 -14.799775 	 47.250000 
2.637126 	 -0.191378 	 -18.085239 	 47.250000 
2.445747 	 -0.140777 	 -13.303404 	 47.250000 
2.304971 	 0.027897 	 2.636286 	 47.250000 
2.332868 	 0.234331 	 22.144271 	 47.250000 
2.567199 	 0.221700 	 20.950671 	 47.250000 
2.788899 	 -0.016634 	 -1.571956 	 47.250000 
2.772264 	 -0.118685 	 -11.215690 	 47.250000 
2.653580 	 0.018238 	 1.723477 	 47.250000 
2.671818 	 0.144947 	 13.697517 	 47.250000 
2.816765 	 0.094506 	 8.930795 	 47.250000 
2.911271 	 -0.009177 	 -0.867216 	 47.250000 
2.902094 	 0.072439 	 6.845501 	 47.250000 
2.974533 	 0.066739 	 6.306858 	 47.250000 
3.041272 	 -0.105241 	 -9.945244 	 47.250000 
2.936032 	 -0.120578 	 -11.394615 	 47.250000 
2.815454 	 0.040868 	 3.862034 	 47.250000 
2.856322 	 0.082265 	 7.774005 	 47.250000 
2.938586 	 -0.004785 	 -0.452163 	 47.250000 
2.933802 	 0.069969 	 6.612074 	 47.250000 
3.003771 	 0.067276 	 6.357557 	 47.250000 
3.071046 	 -0.001792 	 -0.169388 	 47.250000 
3.069254 	 -0.126534 	 -11.957450 	 47.250000 
2.942720 	 -0.138342 	 -13.073304 	 47.250000 
2.804378 	 0.052753 	 4.985130 	 47.250000 
2.857131 	 0.059573 	 5.629603 	 47.250000 
2.916703 	 -0.036648 	 -3.463193 	 47.250000 
2.880056 	 -0.016365 	 -1.546512 	 47.250000 
2.863691 	 0.005455 	 0.515540 	 47.250000 
2.869146 	 -0.136694 	 -12.917630 	 47.250000 
2.732452 	 0.003483 	 0.329178 	 47.250000 
2.735935 	 0.144440 	 13.649552 	 47.250000 
2.880375 	 -0.105064 	 -9.928576 	 47.250000 
2.775310 	 -0.094989 	 -8.976420 	 47.250000 
2.680322 	 0.075840 	 7.166848 	 47.250000 
2.756161 	 -0.028134 	 -2.658621 	 47.250000 
2.728028 	 -0.050719 	 -4.792968 	 47.250000 
2.677309 	 0.097726 	 9.235065 	 47.250000 
2.775034 	 0.042896 	 4.053685 	 47.250000 
2.817930 	 0.070747 	 6.685595 	 47.250000 
2.888677 	 0.131677 	 12.443520 	 47.250000 
3.020355 	 -0.004831 	 -0.456553 	 47.250000 
3.015524 	 -0.159016 	 -15.026983 	 47.250000 
2.856508 	 -0.247909 	 -23.427398 	 47.250000 
2.608599 	 -0.092313 	 -8.723535 	 47.250000 
2.516286 	 0.132467 	 12.518143 	 47.250000 
2.648754 	 0.128379 	 12.131800 	 47.250000 
2.777132 	 0.069356 	 6.554181 	 47.250000 
2.846489 	 0.132676 	 12.537904 	 47.250000 
2.979165 	 0.149498 	 14.127546 	 47.250000 
3.128663 	 0.064869 	 6.130128 	 47.250000 
3.193532 	 -0.082177 	 -7.765720 	 47.250000 
3.111355 	 -0.210565 	 -19.898381 	 47.250000 
2.900790 	 -0.116026 	 -10.964500 	 47.250000 
2.784764 	 0.026683 	 2.521550 	 47.250000 
2.811447 	 0.124289 	 11.745358 	 47.250000 
2.935736 	 0.164192 	 15.516127 	 47.250000 
3.099928 	 0.068303 	 6.454671 	 47.250000 
3.168231 	 -0.123044 	 -11.627651 	 47.250000 
3.045188 	 -0.203033 	 -19.186665 	 47.250000 
2.842154 	 -0.159321 	 -15.055823 	 47.250000 
2.682833 	 -0.061780 	 -5.838230 	 47.250000 
2.621053 	 0.052039 	 4.917701 	 47.250000 
2.673092 	 0.077496 	 7.323354 	 47.250000 
2.750588 	 -0.012226 	 -1.155345 	 47.250000 
2.738362 	 -0.061263 	 -5.789352 	 47.250000 
2.677099 	 -0.052348 	 -4.946915 	 47.250000 
2.624751 	 -1.502975 	 -142.031129 	 47.250000 
1.121776 	 0.295558 	 27.930217 	 47.250000 
1.417334 	 0.273098 	 25.807784 	 47.250000 
1.690432 	 0.157968 	 14.927940 	 47.250000 
1.848400 	 0.054202 	 5.122116 	 47.250000 
1.902602 	 -0.004901 	 -0.463153 	 47.250000 
1.897701 	 -0.008386 	 -0.792459 	 47.250000 
1.889315 	 -0.019386 	 -1.831985 	 47.250000 
1.869929 	 -0.058956 	 -5.571352 	 47.250000 
1.810973 	 -0.060115 	 -5.680821 	 47.250000 
1.750858 	 -0.006285 	 -0.593920 	 47.250000 
1.744573 	 0.062608 	 5.916492 	 47.250000 
1.807182 	 0.070797 	 6.690317 	 47.250000 
1.877979 	 0.025171 	 2.378666 	 47.250000 
1.903150 	 -0.002758 	 -0.260655 	 47.250000 
1.900392 	 0.019911 	 1.881590 	 47.250000 
1.920303 	 0.045832 	 4.331167 	 47.250000 
1.966135 	 -0.032443 	 -3.065895 	 47.250000 
1.933692 	 -0.121304 	 -11.463226 	 47.250000 
1.812388 	 -0.041662 	 -3.937055 	 47.250000 
1.770726 	 0.078671 	 7.434363 	 47.250000 
1.849396 	 0.062964 	 5.950080 	 47.250000 
1.912360 	 0.020609 	 1.947551 	 47.250000 
1.932969 	 0.001561 	 0.147522 	 47.250000 
1.934530 	 -0.010013 	 -0.946183 	 47.250000 
1.924518 	 -0.023718 	 -2.241334 	 47.250000 
1.900800 	 -0.052317 	 -4.943912 	 47.250000 
1.848483 	 -0.045646 	 -4.313522 	 47.250000 
1.802838 	 0.002930 	 0.276858 	 47.250000 
1.805767 	 0.023761 	 2.245427 	 47.250000 
1.829528 	 0.008357 	 0.789772 	 47.250000 
1.837886 	 -0.004430 	 -0.418625 	 47.250000 
1.833456 	 -0.002747 	 -0.259583 	 47.250000 
1.830709 	 0.001727 	 0.163183 	 47.250000 
1.832436 	 0.052601 	 4.970775 	 47.250000 
1.885037 	 0.099536 	 9.406174 	 47.250000 
1.984573 	 0.062067 	 5.865337 	 47.250000 
2.046640 	 -0.018691 	 -1.766283 	 47.250000 
2.027949 	 -0.021177 	 -2.001237 	 47.250000 
2.006772 	 0.034228 	 3.234591 	 47.250000 
2.041000 	 0.038733 	 3.660271 	 47.250000 
2.079733 	 -0.000410 	 -0.038724 	 47.250000 
2.079324 	 -0.045328 	 -4.283534 	 47.250000 
2.033995 	 -0.059350 	 -5.608573 	 47.250000 
1.974645 	 -0.029995 	 -2.834501 	 47.250000 
1.944651 	 -0.000325 	 -0.030738 	 47.250000 
1.944325 	 0.037413 	 3.535532 	 47.250000 
1.981738 	 0.076814 	 7.258901 	 47.250000 
2.058552 	 0.049093 	 4.639251 	 47.250000 
2.107645 	 -0.043505 	 -4.111269 	 47.250000 
2.064139 	 -0.105027 	 -9.925084 	 47.250000 
1.959112 	 -0.057654 	 -5.448278 	 47.250000 
1.901458 	 0.003116 	 0.294509 	 47.250000 
1.904575 	 -0.007914 	 -0.747859 	 47.250000 
1.896661 	 -0.011120 	 -1.050816 	 47.250000 
1.885541 	 0.020971 	 1.981769 	 47.250000 
1.906512 	 0.041189 	 3.892387 	 47.250000 
1.947701 	 0.052160 	 4.929152 	 47.250000 
1.999862 	 0.059179 	 5.592423 	 47.250000 
2.059041 	 0.047177 	 4.458192 	 47.250000 
2.106217 	 0.036908 	 3.487818 	 47.250000 
2.143126 	 0.044094 	 4.166900 	 47.250000 
2.187220 	 0.008317 	 0.785947 	 47.250000 
2.195537 	 -0.093972 	 -8.880387 	 47.250000 
2.101564 	 -0.143947 	 -13.602965 	 47.250000 
1.957618 	 -0.088943 	 -8.405159 	 47.250000 
1.868674 	 -0.036946 	 -3.491407 	 47.250000 
1.831728 	 -0.025640 	 -2.422950 	 47.250000 
1.806088 	 -0.019031 	 -1.798476 	 47.250000 
1.787057 	 -0.006655 	 -0.628887 	 47.250000 
1.780402 	 0.017679 	 1.670623 	 47.250000 
1.798081 	 0.011861 	 1.120911 	 47.250000 
1.809942 	 -0.013260 	 -1.253041 	 47.250000 
1.796682 	 0.010955 	 1.035222 	 47.250000 
1.807637 	 0.086512 	 8.175360 	 47.250000 
1.894149 	 0.092901 	 8.779097 	 47.250000 
1.987049 	 -0.017904 	 -1.691922 	 47.250000 
1.969145 	 -0.100339 	 -9.482058 	 47.250000 
1.868806 	 -0.021170 	 -2.000529 	 47.250000 
1.847636 	 0.062210 	 5.878867 	 47.250000 
1.909847 	 0.070518 	 6.663935 	 47.250000 
1.980365 	 0.077195 	 7.294906 	 47.250000 
2.057559 	 0.104074 	 9.835026 	 47.250000 
2.161634 	 0.073104 	 6.908337 	 47.250000 
2.234738 	 -0.061722 	 -5.832751 	 47.250000 
2.173016 	 -0.175703 	 -16.603938 	 47.250000 
1.997312 	 -0.129258 	 -12.214900 	 47.250000 
1.868054 	 -0.014103 	 -1.332740 	 47.250000 
1.853951 	 0.072416 	 6.843315 	 47.250000 
1.926367 	 0.104264 	 9.852993 	 47.250000 
2.030632 	 0.021211 	 2.004469 	 47.250000 
2.051843 	 -0.085122 	 -8.044002 	 47.250000 
1.966721 	 -0.089237 	 -8.432936 	 47.250000 
1.877484 	 -0.054151 	 -5.117271 	 47.250000 
1.823333 	 -0.052341 	 -4.946220 	 47.250000 
1.770992 	 0.018283 	 1.727723 	 47.250000 
1.789275 	 0.081407 	 7.692957 	 47.250000 
